Instructor,Course Title,Section,Course ID,Online course materials were organized to help me navigate th…,Online interactions with my instructor created a sense of conne…,Online course interactions created a sense of community and…,I had the necessary computer skills and technology to success…,The syllabus was accurate and helpful in delineating expectati…,Required and additional course materials were helpful in achie…,In-class sessions were helpful for learning.,Out-of-class assignments and/or fieldwork were helpful for lear…,This course was intellectually challenging.,I learned a lot in this course.,The instructor came to class prepared to teach.,The instructor used class time effectively.,The instructor clearly communicated ideas and information.,The instructor provided sufficient feedback.,The instructor fairly evaluated my performance.,The instructor was available to assist students outside of class.,The instructor facilitated a respectful and inclusive learning env…,The instructor displayed enthusiasm for the course.,What is your overall rating of this instructor's teaching effective…,The Syllabus Provided a clear description of course goals and…,The textbook(s) helped me to learn.,"The materials used in this course (lectures, videos, ect.) were…",The assignments and fieldwork helped me to learn.,The lectures helped me to learn.,The course discussions and activities helped me to learn.,The technology used in this course helped me to learn,I found this course intellectually challenging.,I would recommend this course to other students.,I learned to apply course concepts and principles.,I developed additional communication skills in this course.,"I learned to analyze and evaluate ideas, arguments, and points…",Working with my classmates in this course helped me to learn.,I had the necessary technological skills for this course.,Technical support was available when needed.,The amount of interaction with the lead instructor met my learn…,The lead instructor clearly communicated ideas and information.,The lead instructor demonstrated expertise in the subject matter.,The lead instructor clearly stated the objectives of the course.,The lead instructor covered material stated in the course objec…,The section instructor fairly evaluated my performance.,The section instructor provided feedback that was timely and v…,I would recommend this section instructor to other students.,The section instructor treated students with respect.,The section instructor acknowledged and took effective action…,The section instructor was able to address my content questio…,The section instructor displayed enthusiasm for the course.,The amount of interaction with my section instructor met my le…
"Onnis-Hayden, Annalisa",Lab for CIVE 2300,01,38862,0.2,0.2,0.3,-0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.3,0.4,0.5,0.3,0.3,0.1,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Onnis-Hayden, Annalisa",Lab for CIVE 2300,02,38863,0.2,0.3,0.4,0.0,0.1,0.1,0.2,0.4,0.1,0.2,0.0,0.0,0.2,0.3,0.0,0.1,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bernal, Dionisio",Structural Analysis,01,30418,-1.0,-1.1,-0.6,-0.4,-0.6,-0.7,-0.7,-1.0,-0.1,-0.4,-0.7,-0.8,-1.4,-0.8,-0.7,-0.4,-0.7,-0.5,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kane, Michael",Structural Analysis,02,38864,-0.2,-0.2,-0.3,-0.3,0.1,0.0,-0.4,-0.2,0.5,0.0,-0.2,-0.2,-0.3,-0.3,0.0,-0.3,0.0,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bernal, Dionisio",Recitation for CIVE 2320,01,30470,0.3,0.7,0.6,0.2,-0.1,0.1,0.0,-0.8,0.1,0.0,-0.2,0.0,0.1,0.2,-0.4,0.1,-0.1,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kane, Michael",Recitation for CIVE 2320,02,38865,0.5,-0.1,0.0,-0.2,0.0,0.1,0.0,-0.3,-0.2,-0.2,-0.3,-0.1,0.0,0.0,0.0,-0.4,-0.1,-0.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chen, Qin",Fluid Mechanics and Hydraulics,01,30417,-0.5,-0.7,-0.9,-0.1,0.1,-0.2,-0.6,-0.1,0.1,-0.2,-0.3,-0.3,-0.8,-0.8,-0.5,-0.2,-0.2,-0.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Onnis-Hayden, Annalisa",Environmental Engineering,01,31533,0.2,0.2,0.1,0.1,0.2,-0.1,0.2,0.0,-0.3,0.2,0.1,0.1,0.2,0.2,0.2,0.0,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shillaber, Craig",Geotechnical Engineering,01,30456,0.5,0.6,0.6,0.3,0.5,0.3,0.6,0.6,0.5,0.5,0.3,0.4,0.5,0.5,0.3,0.1,0.2,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shillaber, Craig",Lab for CIVE 2340,01,30458,0.6,0.7,0.3,0.2,0.5,0.6,0.5,0.3,0.5,0.5,0.2,0.4,0.3,0.6,0.4,0.2,0.3,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shillaber, Craig",Lab for CIVE 2340,02,30457,0.6,0.7,0.8,0.4,0.5,0.6,0.6,0.6,-0.4,0.6,0.3,0.5,0.6,0.7,0.5,0.5,-4.7,-4.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shillaber, Craig",Lab for CIVE 2340,03,30017,0.3,0.4,0.5,0.1,0.5,0.6,0.6,0.6,0.6,0.6,0.3,0.5,0.3,0.7,0.2,0.5,0.3,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Varney, Nancy",Steel Structure Design,01,31894,0.1,0.0,0.0,0.1,0.1,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.3,0.1,-0.1,0.2,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miao, Yu",Engineer Microbiology/Ecology,01,32466,-0.4,-0.7,-1.0,0.0,-0.5,-0.5,-1.3,-0.9,-0.3,-0.6,-0.1,-0.6,-1.4,-0.7,-0.5,-0.2,-0.3,-0.1,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang, Yang",Environ Pollution: Fate  Tran,01,32467,-0.3,-0.5,-0.7,-0.1,-0.2,-0.5,-0.9,-0.2,0.2,-0.6,-0.4,-0.7,-0.8,-0.2,-0.1,-0.3,-0.3,-0.3,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Koutsopoulos, Harilaos",Prob  Engr Economy for CE,02,34783,0.1,0.1,0.1,0.1,0.1,-0.1,0.0,0.1,-0.4,-0.2,0.1,-0.2,0.2,0.1,0.1,-0.1,-0.1,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wang, Qi",Prob  Engr Economy for CE,03,36202,0.1,0.1,-0.2,0.3,0.1,0.1,0.3,0.0,-0.1,0.2,0.2,0.4,0.2,0.3,0.3,0.4,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Larese-Casanova, Philip",Water Treatment Systems Design,01,32468,-0.1,0.0,0.0,-0.1,-0.1,-0.3,0.0,-0.3,-0.1,0.1,-0.2,-0.1,0.1,0.0,0.0,-0.6,-0.1,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Larese-Casanova, Philip",Lab for CIVE 4534,01,32562,0.0,0.0,0.2,-0.1,-0.1,-0.1,0.0,-0.1,-0.1,-0.2,-0.6,-0.3,-0.3,-0.1,0.0,-0.6,-0.2,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shillaber, Craig",Foundation Engineering/Design,01,31895,0.0,0.1,-0.1,-0.1,0.2,0.0,0.2,0.1,0.1,0.2,0.1,0.2,0.1,0.1,-0.2,0.0,-0.3,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Touran, Ali",Construction Management,01,30414,-0.3,-0.3,-0.2,-0.5,-0.2,-0.3,-0.1,-0.1,-0.2,0.0,-0.1,-0.4,-0.3,-0.2,-0.2,0.1,0.0,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Onnis-Hayden, Annalisa",Sr Design Proj - Environmental,01,30024,0.4,0.5,0.6,0.2,-0.3,0.0,0.2,0.0,0.2,0.0,-0.3,0.1,-0.4,-0.1,-0.3,0.3,0.1,0.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Myers, Andrew",Sr Design Proj - Structural,01,30023,0.1,0.4,0.3,-0.3,0.5,0.3,0.5,0.5,0.6,0.6,0.2,0.4,0.2,0.0,0.2,0.1,0.0,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dulaski, Daniel",Sr Design Proj - Transportatn,01,30022,-0.4,-0.4,-0.5,-1.2,-0.4,-0.1,0.1,0.0,0.4,0.4,0.1,0.0,0.0,-0.1,0.1,-0.1,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montazeri, Niloofar",Construct Proj Control and Org,V30,36205,-0.8,-0.7,-0.8,-0.6,-0.7,-0.8,-1.2,-0.6,-1.0,-0.8,-1.1,-0.9,-1.4,-0.7,-1.1,-0.5,-1.1,-1.3,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montazeri, Niloofar",Construct Proj Control and Org,V35,38866,-0.8,-0.7,-0.8,-0.6,-0.7,-0.8,-1.2,-0.6,-1.0,-0.8,-1.1,-0.9,-1.4,-0.7,-1.1,-0.5,-1.1,-1.3,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McManus, Tim",Alterntv Delivery Sys - Const,02,36206,0.1,0.2,0.3,0.2,0.3,0.4,0.4,0.4,-0.1,0.4,0.1,0.3,0.4,0.5,0.3,0.3,0.1,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fernandez, Loretta",Organic Pollutants in Environ,V30,38867,0.1,0.3,0.1,0.2,0.0,0.2,0.2,0.1,0.4,0.4,-0.2,-0.1,0.1,0.3,0.4,0.2,0.2,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fernandez, Loretta",Organic Pollutants in Environ,V35,38868,0.1,0.3,0.1,0.2,0.0,0.2,0.2,0.1,0.4,0.4,-0.2,-0.1,0.1,0.3,0.4,0.2,0.2,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beighley, Ralph",Remote Sensing,01,38869,0.3,0.3,0.4,0.0,0.1,0.2,0.2,-0.1,-0.1,0.1,0.1,0.2,0.3,0.3,0.1,0.3,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Furth, Peter",Traffic Eng Sust Street Design,V30,38870,0.1,0.3,-0.2,0.1,0.3,0.1,0.3,0.3,0.1,0.4,0.2,0.3,0.5,0.3,0.0,0.2,-0.2,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Furth, Peter",Traffic Eng Sust Street Design,V35,38871,0.1,0.3,-0.2,0.1,0.3,0.1,0.3,0.3,0.1,0.4,0.2,0.3,0.5,0.3,0.0,0.2,-0.2,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tronci, Eleonora Maria",Structural Systems Modeling,V30,31534,-0.1,0.4,-0.4,-0.4,0.3,0.4,0.4,0.4,0.3,0.4,0.1,0.3,-0.1,0.0,-0.5,0.3,0.0,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tronci, Eleonora Maria",Structural Systems Modeling,V35,33401,-0.1,0.4,-0.4,-0.4,0.3,0.4,0.4,0.4,0.3,0.4,0.1,0.3,-0.1,0.0,-0.5,0.3,0.0,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wang, Ming",Prestressed Concrete Design,01,38872,-0.4,0.2,0.3,-0.3,-1.2,0.1,-0.4,0.1,0.6,0.1,-0.4,-0.5,-1.1,-0.5,0.0,0.0,0.1,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stubbins, Aron",Global Biogeochemistry,01,38873,0.5,0.1,0.0,0.3,0.3,0.2,0.0,-0.3,-0.1,0.0,0.1,0.1,0.2,0.1,0.0,-0.1,0.2,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pieper, Kelsey",Special Topics in Civil Engr,01,38874,0.1,0.2,-0.2,0.4,0.0,0.4,0.6,0.6,-0.4,0.1,0.3,0.3,0.4,0.7,0.5,0.5,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McManus, Tim",Special Topics in Civil Engr,03,38875,-1.4,-0.3,-0.2,0.4,-1.0,0.1,0.1,-0.9,-0.4,-0.9,0.3,0.5,0.1,-0.3,0.0,0.0,0.3,0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pieper, Kelsey",Special Topics in Civil Engr,04,40824,-0.4,-0.4,-0.2,-0.1,-0.6,-0.5,-1.1,-0.8,-0.9,-1.1,-0.7,-0.3,-0.4,-0.3,-0.3,-0.5,-0.4,-0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eckelman, Matthew",Special Topics in Civil Engr,04,40824,-0.4,-0.4,-0.2,-0.1,-0.6,-0.5,-1.1,-0.8,-0.9,-1.1,-0.3,-0.1,0.0,0.1,-0.1,-0.1,-0.3,-0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wang, Qi",Special Topics in Civil Engr,04,40824,-0.4,-0.4,-0.2,-0.1,-0.6,-0.5,-1.1,-0.8,-0.9,-1.1,-0.3,-0.1,0.0,0.1,-0.1,-0.1,-0.3,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beighley, Ralph",Special Topics in Civil Engr,04,40824,-0.4,-0.4,-0.2,-0.1,-0.6,-0.5,-1.1,-0.8,-0.9,-1.1,-0.3,-0.1,0.0,0.0,-0.1,-0.1,-0.3,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Varney, Nancy",Sustainable Structures,V30,34131,0.2,0.2,0.3,0.1,-0.2,0.3,0.3,0.1,0.5,0.3,0.1,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ghannam, Khaled",Atmosph. Boundary Layer Flows,V31,39890,0.2,-0.5,-0.4,0.2,-0.2,0.0,0.2,-0.3,0.0,0.2,0.0,-0.1,0.3,0.7,0.2,0.5,-0.6,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wang, Qi",Urban Informatics Processing,01,36214,0.6,-1.3,-1.2,0.2,0.1,0.4,0.4,0.0,0.4,0.6,0.1,0.1,0.4,0.1,0.3,0.3,0.1,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ehsan, Muhammad Fahad",Environ Phys/Chem Process,01,38107,-0.3,-0.3,-0.1,0.2,-0.4,0.0,-0.3,-0.4,-0.1,-0.4,-0.1,-0.4,-0.3,-0.2,-0.3,-0.2,-0.6,-0.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eckelman, Matthew",Air Quality Management,V30,38878,0.5,0.0,0.0,-0.1,0.3,0.3,0.3,0.2,0.4,0.4,0.2,0.3,0.5,0.4,0.2,0.1,0.0,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eckelman, Matthew",Air Quality Management,V35,38879,0.5,0.0,0.0,-0.1,0.3,0.3,0.3,0.2,0.4,0.4,0.2,0.3,0.5,0.4,0.2,0.1,0.0,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shillaber, Craig",Earthquake Engineering,01,38880,0.6,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.1,0.1,0.1,0.3,0.4,0.2,0.2,0.2,0.1,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sasani, Mehrdad",Behavior of Concrete Structure,V30,32820,0.2,0.7,0.8,0.2,0.1,0.6,0.6,0.6,0.6,0.6,0.3,0.5,0.6,0.7,0.5,0.5,0.3,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Koutsopoulos, Harilaos",Perf Model Simulation Networks,V30,36218,0.6,0.5,0.8,0.4,0.5,0.4,0.2,0.6,0.6,0.6,0.3,0.5,0.6,0.7,0.5,0.5,0.3,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Julia",Sediment Transport and Applic,01,38881,-0.1,0.2,0.3,-0.3,0.0,0.1,-0.1,-0.1,-0.1,-0.4,0.1,0.3,0.4,0.5,0.0,0.0,0.1,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dulaski, Daniel",Design Aspects Roadway Safety,01,38882,0.6,0.7,0.8,0.2,0.2,0.3,0.6,0.3,0.6,0.6,0.3,0.5,0.6,0.4,0.5,0.2,0.3,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"West-Duran, Alan","Intro to Lang, Lit  Cult",01,30791,-0.2,0.0,-0.2,-0.1,-0.2,0.0,-0.2,-0.1,0.3,-0.3,0.0,-0.1,0.1,-0.4,-0.1,-0.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Perez-Arranz, Cristina",Latin Amer Film,02,33483,-0.2,0.0,0.1,-0.1,-0.7,-0.6,-1.0,-0.4,-0.3,-0.5,-0.6,-0.5,-0.9,0.0,-0.3,-0.2,-0.2,-0.1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Perez-Arranz, Cristina",Latin Amer Film,31,40199,-0.2,-0.6,-0.1,-0.1,-0.7,-0.4,-0.6,-0.1,-0.3,-0.7,-0.8,-0.7,-0.7,-0.1,-0.5,-0.1,-0.5,-0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cullen, Jennifer",Japanese Film,02,34951,0.5,0.1,0.3,-0.1,0.3,0.3,0.5,0.3,-0.5,0.3,0.3,0.3,0.4,0.3,0.1,0.1,0.2,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hancock, Austin",French Film and Culture,01,40505,0.6,0.2,0.6,0.2,0.5,0.5,0.0,0.2,0.1,-0.3,0.1,-0.1,-0.1,-0.1,0.4,0.5,0.3,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Knudson, Ericka",French Film and Culture,01,40505,0.6,0.2,0.6,0.2,0.5,0.5,0.0,0.2,0.1,-0.3,0.3,-0.1,0.4,0.6,0.4,0.5,0.3,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thai, Philip",Modern Chinese History/Culture,02,34952,0.2,0.1,0.0,-0.1,0.2,0.0,0.4,-0.1,0.1,0.2,0.2,0.2,0.2,-0.2,0.0,-0.1,0.1,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bourns, Stacey",Intro to French Culture,01,32279,0.5,0.5,0.5,-0.1,0.1,0.4,0.0,0.1,0.2,0.0,0.2,0.0,0.2,0.6,0.3,0.4,0.1,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bailey, Meryl",Intro to Italian Culture,01,32280,0.2,0.3,0.2,0.1,0.2,0.0,0.0,0.3,0.3,0.1,0.2,0.1,0.3,0.3,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noemi Voionmaa, Daniel",Latin American Culture,01,38805,0.5,0.4,0.5,0.1,0.4,0.4,0.5,0.6,0.2,0.3,0.2,0.4,0.4,0.5,0.4,0.1,0.3,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cullen, Jennifer",Intro to Japanese Pop Culture,01,30035,0.3,0.2,0.3,0.1,0.3,0.3,0.3,0.4,-0.1,0.2,0.1,0.3,0.2,0.3,0.3,0.0,0.1,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"West-Duran, Alan",World Cultures through Film,01,33648,-0.2,-0.3,-0.2,-0.6,-0.5,-0.3,-1.0,-0.5,-0.5,-0.4,-0.7,-0.8,-0.6,-0.4,-0.6,-0.8,-0.5,-0.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cuenca, Daniel","Soc Justice LatAm, Latinx Film",01,40200,0.6,0.7,0.8,0.2,0.5,0.5,0.5,0.7,0.8,0.4,0.3,0.4,0.4,0.6,0.4,0.5,0.3,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barreto, Amilcar",Nationalism,01,39329,0.0,-0.3,-0.4,0.0,0.1,0.0,0.3,-0.2,0.3,-0.1,0.1,-0.1,0.0,-0.5,-0.7,-0.1,-0.4,0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noemi Voionmaa, Daniel","Lit, Arts, Poverty Lat America",01,38806,0.6,0.7,0.8,0.2,0.5,0.5,0.5,0.7,0.8,0.4,0.3,0.4,0.4,0.1,0.4,0.5,0.3,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kostka, Ilka",Public Speaking,I01,32855,-0.4,-0.2,-0.1,-0.4,-0.1,-0.1,-0.1,0.0,0.2,0.0,-0.2,0.1,0.1,0.1,0.1,-0.1,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bunning, Lucy",Public Speaking,I02,32856,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.6,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kostka, Ilka",Public Speaking,I03,35013,-4.7,-4.7,-4.6,-4.7,-4.7,-4.7,-4.7,-4.6,-4.4,-4.6,-4.8,-4.7,-4.7,-4.7,-4.7,-4.7,-4.8,-4.8,-4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bunning, Lucy",Public Speaking,I04,35014,-0.1,-0.1,0.0,-0.1,-0.3,-0.3,-0.3,-0.2,0.0,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.2,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McMartin-Miller, Cristine",Public Speaking,I07,35017,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.6,0.4,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhou, Lin",Public Speaking,I08,35018,0.3,0.3,0.4,0.3,-0.2,0.3,-0.2,-0.1,0.1,-0.1,-0.3,0.3,-0.2,0.3,0.3,0.3,0.2,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhou, Lin",Public Speaking,I09,35019,-1.7,-1.7,-1.1,-0.7,-0.7,-1.2,-0.2,-0.1,0.1,-0.1,-0.8,-0.2,-1.7,-1.7,-1.2,-1.7,-1.8,-1.8,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bunning, Lucy",Public Speaking,I12,35022,-0.2,-0.2,-0.1,-0.4,0.0,0.0,0.0,0.1,-0.7,0.1,-0.1,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhou, Lin",Public Speaking,I13,35023,-0.4,0.3,0.4,0.0,0.1,0.1,-0.4,-0.3,-0.6,-0.3,-0.3,-0.2,-0.4,-0.2,-0.2,-0.2,0.0,0.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McMartin-Miller, Cristine",Public Speaking,I14,35024,0.3,0.3,0.4,0.3,0.3,0.3,0.1,0.2,0.1,0.4,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McMartin-Miller, Cristine",Public Speaking,I15,35025,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,-1.4,0.4,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Granelli, Steven",Intro Communication Studies,01,30443,0.0,-0.1,-0.1,-0.1,0.1,-0.2,0.1,-0.2,-0.2,-0.1,0.0,0.0,0.1,-0.3,0.0,-0.1,-0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pitchford, Matthew",Public Speaking,01,30442,0.4,0.8,0.6,0.3,0.4,0.6,0.6,0.6,0.4,0.4,0.3,0.5,0.5,0.6,0.5,0.5,0.4,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bani Amerian, Nazanin",Public Speaking,02,30441,-0.9,0.3,0.0,0.0,0.0,-0.3,-0.2,-0.2,-0.7,-0.3,-0.6,-0.2,-0.1,-0.3,-0.4,-1.0,-0.2,-0.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bani Amerian, Nazanin",Public Speaking,03,31842,-1.7,-1.3,-1.2,-0.9,-1.5,-1.4,-1.1,-1.2,-1.2,-1.6,-1.9,-1.5,-1.5,-1.7,-1.6,-1.5,-1.8,-1.5,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Compton, Benjamin",Public Speaking,04,31558,-0.5,-0.1,0.2,0.1,-0.2,-0.1,0.1,-0.3,-0.7,-0.4,0.0,-0.1,-0.2,-0.2,-0.4,0.2,0.1,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jones, Patrick",Public Speaking,05,40487,-0.1,0.3,-0.1,0.3,0.1,0.5,0.6,0.3,0.0,0.2,0.1,0.3,0.5,0.5,0.5,0.6,0.4,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Compton, Benjamin",Public Speaking,06,33359,-0.5,-0.2,-0.2,0.1,-0.1,-0.2,0.1,-0.5,-0.4,-0.5,0.0,-0.2,0.0,-0.1,-0.4,0.0,-0.4,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nwogwugwu, Daniel",Public Speaking,07,30510,-1.2,-0.9,-0.4,-0.7,-1.0,-0.6,-1.6,-1.0,-1.2,-1.7,-0.9,-0.5,-0.5,-1.0,-0.8,-0.6,-0.1,0.1,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fanari, Alice",Public Speaking,08,31938,0.5,0.3,0.2,0.3,0.5,0.3,0.2,0.4,0.1,0.2,0.2,0.2,0.4,0.5,0.2,0.3,0.3,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nwogwugwu, Daniel",Public Speaking,09,34102,-0.9,-0.7,-1.1,0.3,-1.5,-1.0,-1.4,-1.0,-1.3,-1.4,-1.0,-1.2,-1.2,-1.3,-1.8,-1.1,-0.3,0.0,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barr, Timothy",Public Speaking,10,36500,-0.1,0.1,0.2,-0.4,-0.3,-0.1,-0.4,-0.3,0.2,-0.4,-0.7,-0.3,-0.3,-0.1,-0.3,-0.2,-0.4,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jones, Patrick",Business/Professional Speaking,01,32944,0.6,0.6,0.6,0.3,0.5,0.7,0.6,0.4,-0.2,0.1,0.3,0.3,0.5,0.7,0.5,0.6,0.4,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kao, Caroline",Business/Professional Speaking,02,39039,-0.1,0.6,0.9,0.0,-0.3,0.0,0.0,-0.1,-0.6,-0.4,-0.1,-0.1,0.1,-0.1,0.1,-0.2,-0.2,-0.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fanari, Alice",Business/Professional Speaking,04,33357,0.1,0.0,0.3,-0.1,0.0,0.3,-0.1,0.2,-0.1,-0.1,0.2,-0.2,0.2,0.2,-0.1,0.2,0.1,0.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nwogwugwu, Daniel",Business/Professional Speaking,05,32457,-0.8,-0.3,-0.2,-0.2,-1.0,-0.6,-0.4,-0.5,-1.0,-0.6,-0.7,-0.7,-0.8,-0.6,-0.3,-0.8,-0.4,-0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
