Instructor,Course Title,Section,Course ID,Online course materials were organized to help me navigate th…,Online interactions with my instructor created a sense of conne…,Online course interactions created a sense of community and…,I had the necessary computer skills and technology to success…,The syllabus was accurate and helpful in delineating expectati…,Required and additional course materials were helpful in achie…,In-class sessions were helpful for learning.,Out-of-class assignments and/or fieldwork were helpful for lear…,This course was intellectually challenging.,I learned a lot in this course.,The instructor came to class prepared to teach.,The instructor used class time effectively.,The instructor clearly communicated ideas and information.,The instructor provided sufficient feedback.,The instructor fairly evaluated my performance.,The instructor was available to assist students outside of class.,The instructor facilitated a respectful and inclusive learning env…,The instructor displayed enthusiasm for the course.,What is your overall rating of this instructor's teaching effective…,The Syllabus Provided a clear description of course goals and…,The textbook(s) helped me to learn.,"The materials used in this course (lectures, videos, ect.) were…",The assignments and fieldwork helped me to learn.,The lectures helped me to learn.,The course discussions and activities helped me to learn.,The technology used in this course helped me to learn,I found this course intellectually challenging.,I would recommend this course to other students.,I learned to apply course concepts and principles.,I developed additional communication skills in this course.,"I learned to analyze and evaluate ideas, arguments, and points…",Working with my classmates in this course helped me to learn.,I had the necessary technological skills for this course.,Technical support was available when needed.,The amount of interaction with the lead instructor met my learn…,The lead instructor clearly communicated ideas and information.,The lead instructor demonstrated expertise in the subject matter.,The lead instructor clearly stated the objectives of the course.,The lead instructor covered material stated in the course objec…,The section instructor fairly evaluated my performance.,The section instructor provided feedback that was timely and v…,I would recommend this section instructor to other students.,The section instructor treated students with respect.,The section instructor acknowledged and took effective action…,The section instructor was able to address my content questio…,The section instructor displayed enthusiasm for the course.,The amount of interaction with my section instructor met my le…,The work we did in the laboratory course helped me to perform…,The work we did in the lecture course helped me to perform be…,The undergraduate teaching fellow (undergraduate teaching a…,If this course had teaching assistants that held regular office h…,I was able to follow the pace of the lecture and understood the…,The grading of quizzes and case studies was fair.,I felt comfortable to ask questions. I felt comfortable to voice cr…,The real-life anecdotes and hands-on experience and insights…
"Grenier, Casey",Intro Biotherapeutic Approvals,01,33754,0.6,0.9,0.9,0.4,0.6,0.7,-1.2,0.8,-0.1,0.7,-1.4,-1.4,0.7,0.7,0.6,-0.3,-0.5,-0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hands, James",Intro Biotherapeutic Approvals,02,35846,-0.2,-0.3,-0.3,-0.2,-0.3,-0.1,-0.4,-0.1,-0.3,-0.4,-0.5,-0.6,-0.2,-0.1,-0.2,-0.2,-0.4,-0.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanchez, Eduardo",Scientific Info Mgmt Biotech,01,39078,0.3,0.6,0.6,0.1,0.6,0.0,-0.2,0.1,-1.1,-1.3,0.6,0.6,0.7,0.7,0.6,0.7,0.5,-0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zielinski-Habershaw, Beth",Concepts in Regulatory Science,01,35847,0.3,0.9,0.9,0.4,0.3,0.4,0.5,0.1,0.6,0.4,0.6,0.3,0.7,0.7,0.6,0.4,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kimani, Martin",Bioprocess Fundamentals,01,35848,-0.9,-0.1,-0.1,0.4,-0.9,-0.3,0.8,0.8,0.4,0.2,0.1,0.6,0.2,-0.3,0.6,0.2,0.5,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kimani, Martin",Bioprocess Fundamentals,02,35849,-0.1,-0.8,-0.4,0.2,-0.1,-0.3,-0.2,-0.2,0.7,0.0,-0.1,-0.1,-0.5,-0.5,-0.1,-0.5,-0.2,0.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ozturk, Sadettin",Cell Culture Proc/Biophrm Prod,01,33243,-0.3,-0.5,-0.5,-0.1,-0.1,-0.2,0.1,-0.5,0.2,-0.1,-0.2,-0.2,-0.7,-0.9,-0.6,-0.3,-0.3,-0.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bennett, Jonathon",Cell Culture Proc/Biophrm Prod,02,33262,-1.2,-0.4,-0.4,-0.4,-1.6,-0.1,-0.4,-0.4,-0.3,-0.6,-1.1,-0.7,-0.8,-1.5,-0.1,0.4,0.2,-0.2,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bennett, Jonathon",Cell Culture Proc/Biophrm Prod,03,35850,0.4,0.8,0.7,0.3,0.2,0.5,0.7,0.6,0.4,0.6,0.5,0.4,0.6,0.5,0.5,0.6,0.4,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Radovic, Anna",Cell Culture Proc/Biophrm Prod,04,35851,-0.1,-0.4,-0.4,0.1,-0.7,0.0,-1.2,-0.5,0.6,0.4,-1.4,-2.1,-1.0,-0.3,-0.7,-0.6,-0.8,-0.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antignani, Vincenzo",Cell Culture Proc/Biophrm Prod,06,38644,-0.4,-0.1,-0.1,-0.3,-0.4,-0.3,0.1,0.1,0.6,-0.3,0.6,-0.1,0.4,0.4,0.3,0.4,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rezvani, Mojgan",Cell Culture Proc/Biophrm Prod,07,38645,0.2,0.3,0.5,0.0,0.1,0.2,0.1,0.1,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dixon, Daniel",Drug Prodct Processes Biopharm,01,31806,-0.8,-1.2,-0.9,-0.2,-0.7,-0.6,-0.9,-0.6,0.3,-0.4,-0.3,-0.4,-0.9,-1.0,-1.3,-0.7,-0.8,-0.7,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luthra, Sumit",Drug Prodct Processes Biopharm,01,31806,-0.8,-1.2,-0.9,-0.2,-0.7,-0.6,-0.9,-0.6,0.3,-0.4,-0.3,-0.5,-0.8,-0.9,-1.2,-0.8,-0.9,-0.6,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dixon, Daniel",Drug Prodct Processes Biopharm,02,33063,-0.8,-0.5,-0.6,-0.5,-0.7,-0.8,-0.8,-0.7,0.2,-0.3,-0.5,-0.6,-0.5,-0.4,-1.0,-0.6,-0.6,-0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luthra, Sumit",Drug Prodct Processes Biopharm,02,33063,-0.8,-0.5,-0.6,-0.5,-0.7,-0.8,-0.8,-0.7,0.2,-0.3,-0.7,-0.7,-0.7,-0.7,-1.0,-0.8,-0.7,-0.8,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donnelly, Daniel",Higher-Order Struct Analytics,01,33067,0.2,0.3,0.3,0.1,-0.1,-0.2,0.0,0.0,0.2,0.1,-0.1,-0.1,-0.2,-0.1,-0.1,0.1,0.2,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clauson, Ryan",Higher-Order Struct Analytics,02,33068,0.2,-1.1,-1.3,-0.2,-0.5,0.1,-0.6,0.0,-0.1,-0.2,-1.1,-0.8,-1.0,-1.3,-1.0,-0.7,-0.6,-1.1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clauson, Ryan",Higher-Order Struct Analytics,03,38646,-0.6,-2.1,-2.4,-0.1,-1.6,-1.0,-1.9,-1.2,-0.8,-1.3,-1.4,-1.6,-1.5,-2.3,-0.9,-1.3,-1.2,-1.7,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jehi, Sanaa",Found Vaccine Regulatory Scien,01,38647,-0.8,-0.5,0.1,-0.4,-0.6,-0.5,-0.4,-0.6,-0.1,-0.5,-0.6,-0.4,-0.3,-0.3,-0.4,-0.3,-0.3,-0.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jehi, Sanaa",Molecular Tools Vaccine Design,01,38648,-1.4,-1.1,-0.8,-0.7,-1.4,-1.3,-1.2,-1.0,-0.9,-1.1,-1.9,-2.1,-2.0,-2.0,-1.9,-2.0,-1.8,-2.0,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Li, Xuesong",Experimental Design/Biostats,01,32914,0.2,0.6,0.5,0.1,0.3,0.4,0.5,0.4,0.5,0.4,0.4,0.3,0.5,0.4,0.3,0.4,0.2,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paparounas, Demetra",Experimental Design/Biostats,02,33064,0.2,0.2,-0.1,0.1,0.3,0.0,-0.2,0.2,0.3,0.4,0.3,0.3,0.4,0.4,0.5,0.6,0.4,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Li, Xuesong",Experimental Design/Biostats,03,33065,0.1,0.4,0.5,0.0,0.0,0.2,0.3,0.2,-0.2,0.1,0.2,0.2,0.3,0.1,-0.1,0.2,0.0,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foster, Jamon",Experimental Design/Biostats,04,35852,-0.4,-0.3,-0.1,-0.1,-0.7,-0.5,-0.4,0.1,0.2,0.0,-0.1,-0.1,0.0,0.2,0.1,0.2,0.0,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Muwanguzi, Esther",Experimental Design/Biostats,05,35853,0.5,0.2,0.4,0.3,0.1,0.0,-0.3,0.2,0.3,0.1,-0.4,-0.3,-0.3,-0.2,0.1,-0.6,-0.1,-0.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gupta, Sarthak Suhrid",Experimental Design/Biostats,06,35854,0.3,0.4,0.9,0.1,-0.1,-0.3,0.8,0.5,0.6,0.0,0.6,0.6,0.0,0.0,0.3,0.4,0.2,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Okonkwo, Christopher",Experimental Design/Biostats,07,36318,0.1,0.2,0.2,0.1,0.1,0.0,0.4,0.3,0.6,0.3,0.4,0.1,0.2,0.2,0.5,0.4,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alabed, Diaa",Experimental Design/Biostats,09,38650,-0.4,-0.3,-0.3,-0.2,-0.4,-0.4,-0.3,-0.4,0.0,-0.2,-0.3,-0.4,-0.5,-0.7,-0.8,-0.2,-0.2,-0.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dabbous, Fatma",Experimental Design/Biostats,10,39967,-0.5,-0.4,-0.7,-0.5,-0.4,-0.5,-0.7,-0.5,-0.8,-0.7,-0.7,-0.4,-0.9,-0.6,-0.4,-0.3,-0.3,-0.6,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shek, Yuen Lai",Experimental Design/Biostats,11,39968,-0.6,-0.5,-0.8,-0.4,-0.3,-0.5,-0.9,0.0,0.0,-0.3,-0.7,-0.8,-0.3,-0.3,-0.4,-0.1,-0.3,-0.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheever, Salli",Quality Mgmt Systems Validton,02,35855,0.3,0.0,0.2,0.3,0.3,0.1,0.1,0.1,0.0,0.0,0.2,0.0,0.1,0.6,0.2,0.3,0.2,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheever, Salli",Quality Mgmt Systems Validton,04,39340,0.0,0.3,0.0,-0.3,0.2,0.1,0.3,0.2,0.3,0.2,0.1,0.0,0.1,0.2,0.1,0.3,0.1,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhong, Chuhua",Quality Mgmt Systems Validton,05,39969,0.4,0.7,0.7,0.2,-0.4,0.2,-0.2,-0.2,0.4,0.2,0.4,0.4,0.2,0.2,0.4,0.7,0.5,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pierre, Barbara",Professional Develop for Co-op,01,31993,0.4,0.3,0.2,0.2,0.5,0.3,0.3,0.2,-0.7,0.1,0.1,0.1,0.4,0.3,0.3,0.3,0.2,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pierre, Barbara",Professional Develop for Co-op,02,32603,-0.1,0.3,0.5,-0.2,0.1,0.2,0.4,0.3,0.1,0.2,0.0,0.0,0.1,0.0,-0.1,0.1,-0.1,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pierre, Barbara",Professional Develop for Co-op,03,33817,0.5,0.8,0.7,0.3,0.5,0.3,0.6,0.6,0.3,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.4,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Campagna, Dean",Biotechnology Applications Lab,02,31804,-0.3,0.1,0.1,0.1,0.2,0.0,0.5,0.2,0.3,0.0,0.2,0.2,0.1,0.1,0.0,0.3,0.2,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hallacli, Erinc",Biotechnology Applications Lab,03,31805,-0.1,0.3,0.4,0.0,-0.3,-0.2,0.4,0.2,-0.8,0.0,0.2,-0.1,0.4,0.3,0.3,0.0,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Haversat, Jocelyn",Biotechnology Applications Lab,04,33066,-1.1,-1.1,-0.9,-0.2,-0.9,0.0,0.1,-0.6,-0.1,-0.5,-0.6,-0.6,-1.1,-0.8,-0.5,-1.0,-0.4,-0.1,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Haversat, Jocelyn",Biotechnology Applications Lab,06,33756,0.1,0.3,0.1,0.1,-0.2,0.3,0.4,-0.3,0.3,0.2,0.3,0.4,0.3,0.1,0.0,0.1,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Campagna, Dean",Biotechnology Applications Lab,07,34973,-0.4,0.1,0.3,0.3,0.2,0.1,0.1,0.1,0.1,-0.4,-0.1,-0.1,-0.3,-0.4,-0.1,-0.4,-0.3,-0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Duerr, Timothy",Biotechnology Applications Lab,08,36616,0.0,0.2,0.3,-0.2,0.0,0.0,-0.1,0.1,-0.1,0.1,-0.4,-0.3,-0.2,0.5,0.4,0.2,-0.1,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Okonkwo, Christopher",Biotechnology Applications Lab,09,36717,-0.5,0.6,0.5,-0.2,-0.4,-0.4,0.2,-0.2,0.2,0.3,-0.1,-0.9,-0.3,-0.3,0.0,-0.2,0.0,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wilczek, Michael",Biotechnology Applications Lab,09,36717,-0.5,0.6,0.5,-0.2,-0.4,-0.4,0.2,-0.2,0.2,0.3,0.0,-0.1,-0.3,0.5,0.2,0.5,0.4,-0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milane, Lara",Biotechnology Applications Lab,10,38651,-1.7,-1.1,-0.1,0.1,-0.4,-0.6,-0.2,-0.2,0.6,0.4,-0.1,-0.4,-0.3,0.0,-0.1,-0.6,0.2,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Petrova, Boryana",Biotechnology Applications Lab,11,39025,0.4,0.7,0.7,0.2,0.3,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.3,0.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boviard, Carolyn",Introduction to Business,01,31011,0.3,-0.5,-0.2,0.4,0.0,0.0,0.3,-0.2,0.5,0.0,0.3,0.2,0.2,0.2,0.0,-0.1,0.3,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCarty, Paulette",Introduction to Business,01,31011,0.3,-0.5,-0.2,0.4,0.0,0.0,0.3,-0.2,0.5,0.0,-0.3,-0.5,-0.6,-0.7,-0.8,-1.0,-0.5,-0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parker, Kenneth",Introduction to Business,02,31012,-0.6,-0.7,-0.5,-0.3,-0.4,-0.5,0.1,-0.2,0.8,0.2,0.3,0.2,-0.1,-0.1,-1.1,0.2,0.0,0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCarty, Paulette",Introduction to Business,02,31012,-0.6,-0.7,-0.5,-0.3,-0.4,-0.5,0.1,-0.2,0.8,0.2,-0.7,-0.8,-0.9,-1.0,-1.9,-1.0,-1.1,-0.9,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parker, Kenneth",Introduction to Business,03,31045,-0.6,-0.6,-0.9,0.2,-0.8,-0.4,-0.8,-0.4,0.4,-0.3,-0.6,-0.9,-1.2,-1.4,-1.4,-0.5,-0.7,0.1,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCarty, Paulette",Introduction to Business,03,31045,-0.6,-0.6,-0.9,0.2,-0.8,-0.4,-0.8,-0.4,0.4,-0.3,-1.4,-1.2,-1.3,-1.2,-1.5,-1.5,-1.8,-1.8,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCarty, Paulette",Introduction to Business,04,31046,-0.9,-1.0,-0.9,-0.3,-0.6,-0.8,-0.7,-0.6,-0.3,-0.9,-1.1,-0.7,-0.7,-0.9,-0.8,-0.7,-0.7,-0.7,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olson, Sven",Introduction to Business,04,31046,-0.9,-1.0,-0.9,-0.3,-0.6,-0.8,-0.7,-0.6,-0.3,-0.9,-0.8,-0.8,-1.1,-1.0,-1.3,-0.8,-0.5,-0.6,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coleman, Kerry",Introduction to Business,05,31086,0.2,0.0,0.1,0.1,-0.2,-0.4,0.5,-0.2,0.6,0.1,0.3,0.3,0.4,0.4,-0.6,0.2,0.3,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCarty, Paulette",Introduction to Business,05,31086,0.2,0.0,0.1,0.1,-0.2,-0.4,0.5,-0.2,0.6,0.1,-2.0,-1.8,-1.9,-1.8,-1.9,-1.9,-2.0,-2.0,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elias, Gunther",Introduction to Business,06,31087,-0.1,-0.2,0.0,0.0,0.0,0.1,0.2,0.2,0.4,-0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCarty, Paulette",Introduction to Business,06,31087,-0.1,-0.2,0.0,0.0,0.0,0.1,0.2,0.2,0.4,-0.1,-0.3,-0.2,-0.2,-0.1,-0.3,-0.2,-0.3,-0.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCarty, Paulette",Introduction to Business,07,31102,-0.4,0.0,0.1,0.0,-0.3,-0.5,-0.1,0.1,0.4,-0.2,-1.0,-0.9,-0.9,-0.9,-0.9,-1.1,-1.0,-1.1,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arrowood, Rick",Introduction to Business,07,31102,-0.4,0.0,0.1,0.0,-0.3,-0.5,-0.1,0.1,0.4,-0.2,-0.1,0.5,0.1,0.4,0.4,0.1,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCarty, Paulette",Introduction to Business,08,32903,0.4,0.2,0.2,0.0,0.2,0.0,0.0,-0.2,0.3,0.0,-0.4,-0.3,-0.3,0.0,-0.3,-0.2,0.0,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shimer, William",Introduction to Business,08,32903,0.4,0.2,0.2,0.0,0.2,0.0,0.0,-0.2,0.3,0.0,0.2,0.0,-0.1,-0.1,-0.3,-0.1,0.1,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCarty, Paulette",Introduction to Business,10,31484,0.0,-0.1,0.0,0.2,0.3,0.3,0.1,0.0,0.7,0.3,-0.4,-0.2,-0.1,0.0,0.0,0.0,0.0,0.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Muscolino, Vincent",Introduction to Business,10,31484,0.0,-0.1,0.0,0.2,0.3,0.3,0.1,0.0,0.7,0.3,-0.1,-0.1,0.0,0.3,0.0,0.1,0.2,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCarty, Paulette",Introduction to Business,12,31822,-0.5,-0.5,-1.0,-0.3,-0.1,-0.8,-0.7,-0.7,-0.1,-0.8,-1.3,-1.3,-1.4,-1.2,-1.3,-1.3,-1.3,-1.4,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shimer, William",Introduction to Business,12,31822,-0.5,-0.5,-1.0,-0.3,-0.1,-0.8,-0.7,-0.7,-0.1,-0.8,-0.6,-0.8,-0.9,-0.5,-0.9,-0.2,-0.5,-0.5,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCarty, Paulette",Introduction to Business,19,34790,,,,,,,,,,0.3,,,,,,,,,,0.1,0.2,0.2,0.5,0.5,0.9,0.4,0.7,0.5,0.4,0.3,0.4,0.8,0.3,0.2,0.2,0.4,0.4,0.2,0.2,0.4,0.3,0.3,0.3,0.1,0.1,0.2,0.3,,,,,,,,
"Muscolino, Vincent",Introduction to Business,19,34790,,,,,,,,,,0.3,,,,,,,,,,0.1,0.2,0.2,0.5,0.5,0.9,0.4,0.7,0.5,0.4,0.3,0.4,0.8,0.3,0.2,0.2,0.4,0.4,0.2,0.2,0.4,0.3,0.3,0.3,0.1,0.1,0.2,0.3,,,,,,,,
"Coleman, Kerry",Introduction to Business,20,35440,,,,,,,,,,0.1,,,,,,,,,,0.2,0.3,0.2,0.1,-0.5,-0.2,0.0,0.2,0.1,0.1,0.1,0.2,0.2,0.0,0.1,0.1,-0.3,-0.2,0.4,0.0,-0.1,0.3,0.2,0.1,0.3,0.3,0.1,0.2,,,,,,,,
"McCarty, Paulette",Introduction to Business,20,35440,,,,,,,,,,0.1,,,,,,,,,,0.2,0.3,0.2,0.1,-0.5,-0.2,0.0,0.2,0.1,0.1,0.1,0.2,0.2,0.0,0.1,0.1,-0.3,-0.2,0.4,0.0,-0.1,0.3,0.2,0.1,0.3,0.3,0.1,0.2,,,,,,,,
"Boviard, Carolyn",Introduction to Business,21,36663,0.4,0.5,0.3,0.2,0.0,-0.1,0.0,-0.3,0.3,-0.2,0.3,0.1,0.4,0.1,-0.1,0.0,0.2,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCarty, Paulette",Introduction to Business,21,36663,0.4,0.5,0.3,0.2,0.0,-0.1,0.0,-0.3,0.3,-0.2,-0.8,-0.6,-0.7,-0.6,-0.7,-0.7,-0.8,-0.8,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olson, Janine",Introduction to Business,22,36664,0.0,-0.2,-0.4,0.1,0.0,0.0,0.1,0.0,0.9,0.2,0.2,0.2,0.0,0.3,-0.2,0.0,0.4,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCarty, Paulette",Introduction to Business,22,36664,0.0,-0.2,-0.4,0.1,0.0,0.0,0.1,0.0,0.9,0.2,-0.6,-0.6,-0.5,-0.4,-0.6,-0.6,-0.6,-0.6,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elias, Gunther",Introduction to Business,23,36665,0.2,0.1,0.4,0.0,0.3,0.2,0.4,0.5,0.2,0.5,0.3,0.4,0.3,0.2,0.2,0.0,0.3,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCarty, Paulette",Introduction to Business,23,36665,0.2,0.1,0.4,0.0,0.3,0.2,0.4,0.5,0.2,0.5,-0.1,0.0,-0.2,0.0,0.1,-0.1,0.0,-0.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCarty, Paulette",Introduction to Business,24,36666,-0.7,-1.3,-0.9,-0.2,-0.4,-0.5,0.1,0.1,0.8,0.1,-0.9,-0.5,-0.6,-0.8,-0.9,-1.3,-0.9,-0.9,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olson, Sven",Introduction to Business,24,36666,-0.7,-1.3,-0.9,-0.2,-0.4,-0.5,0.1,0.1,0.8,0.1,0.0,0.1,0.1,0.0,0.0,-0.4,0.0,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McEwen, Kayla",Personal Skill Dev - Business,01,36678,0.3,-0.1,-0.2,-0.2,0.4,0.2,0.2,0.3,-0.1,0.3,0.3,0.4,0.3,0.4,0.2,0.2,0.4,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bridgett, Aliyah",Personal Skill Dev - Business,02,36679,0.0,-0.2,-0.3,0.0,0.1,0.0,-0.5,-0.7,-0.6,-0.6,-0.6,-0.5,-0.4,-0.8,-0.2,-0.9,-0.3,-0.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McEwen, Kayla",Personal Skill Dev - Business,03,36667,0.4,0.4,0.2,0.2,0.3,0.1,0.1,0.3,-0.3,0.0,0.4,0.4,0.4,0.2,0.3,0.4,0.4,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bridgett, Aliyah",Personal Skill Dev - Business,04,36668,-0.3,-0.7,-0.6,-0.2,0.2,0.1,-0.1,-0.2,-0.4,-0.3,-0.1,-0.1,0.0,-0.3,-0.3,-0.3,-0.1,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kane, Mary",Personal Skill Dev - Business,05,36669,0.0,-0.3,-0.4,0.1,0.0,-0.1,0.0,0.1,-0.6,0.1,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bridgett, Aliyah",Personal Skill Dev - Business,06,36670,-0.4,-0.5,-0.8,-0.3,-0.3,-0.3,-0.3,-0.4,-0.5,-0.4,-0.6,-0.3,-0.2,-0.3,-0.2,-0.6,0.0,-0.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allen, Elizabeth",Personal Skill Dev - Business,07,36671,-0.6,-0.6,-0.4,-0.8,-0.5,-0.5,-0.4,-0.4,-0.3,-0.3,-0.4,-0.5,-0.3,-0.5,-0.4,-0.5,-0.4,-0.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
